status_of_existing_checking_account,duration_in_month,credit_history,purpose,credit_amount,savings_account_bonds,present_employment_since,installment_rate_in_percentage_of_disposable_income,personal_status_and_sex,other_debtors_guarantors,present_residence_since,property,age_in_years,other_installment_plans,housing,number_of_existing_credits_at_this_bank,job,number_of_people_being_liable_to_provide_maintenance_for,telephone,foreign_worker,query_id
... < 0 DM,26.72269630432129,existing credits paid back duly till now,radio/television,276.0,A65,... < 1 year,3.9979255199432377,male : married/widowed,none,3.814897298812866,real estate,44.295372009277344,stores,own,1.0,skilled employee / official,1.0060464143753052,none,yes,092139b1-9968-4b35-94fb-cdfba9a89f72
... < 0 DM,26.72269630432129,existing credits paid back duly till now,radio/television,276.0,A61,... < 1 year,3.9979255199432377,male : married/widowed,none,3.814897298812866,real estate,44.295372009277344,stores,own,1.0,skilled employee / official,1.0060464143753052,none,no,092139b1-9968-4b35-94fb-cdfba9a89f72
... < 0 DM,26.72269630432129,existing credits paid back duly till now,radio/television,276.0,A64,... < 1 year,3.9979255199432377,male : married/widowed,none,3.814897298812866,real estate,44.295372009277344,stores,own,1.0,skilled employee / official,1.0060464143753052,none,yes,092139b1-9968-4b35-94fb-cdfba9a89f72
... < 0 DM,26.72269630432129,existing credits paid back duly till now,domestic appliances,276.0,A64,... < 1 year,3.9979255199432377,male : married/widowed,none,3.814897298812866,real estate,44.295372009277344,stores,own,1.0,skilled employee / official,1.0060464143753052,none,yes,092139b1-9968-4b35-94fb-cdfba9a89f72
... < 0 DM,26.72269630432129,existing credits paid back duly till now,car (used),276.0,A65,... < 1 year,3.9979255199432377,male : married/widowed,none,3.814897298812866,real estate,44.295372009277344,stores,own,1.0,unskilled - resident,1.0060464143753052,"yes, registered under the customers name",yes,092139b1-9968-4b35-94fb-cdfba9a89f72
... < 0 DM,26.72269630432129,existing credits paid back duly till now,radio/television,276.0,A65,... < 1 year,3.9979255199432377,male : married/widowed,none,3.814897298812866,"if not A121/A122 : car or other, not in attribute 6",44.295372009277344,stores,own,1.0,unemployed/ unskilled - non-resident,1.0060464143753052,none,yes,092139b1-9968-4b35-94fb-cdfba9a89f72
... < 0 DM,26.72269630432129,existing credits paid back duly till now,radio/television,276.0,A63,... < 1 year,3.9979255199432377,male : married/widowed,none,3.814897298812866,real estate,44.295372009277344,stores,own,1.0,skilled employee / official,1.0060464143753052,"yes, registered under the customers name",yes,092139b1-9968-4b35-94fb-cdfba9a89f72
no checking account,26.72269630432129,existing credits paid back duly till now,radio/television,276.0,A61,... < 1 year,3.9979255199432377,male : married/widowed,none,3.814897298812866,real estate,44.295372009277344,stores,own,1.0,skilled employee / official,1.0060464143753052,none,yes,092139b1-9968-4b35-94fb-cdfba9a89f72
... < 0 DM,26.72269630432129,critical account/ other credits existing (not at this bank),domestic appliances,276.0,A61,.. >= 7 years,3.9979255199432377,male : married/widowed,none,3.814897298812866,real estate,44.295372009277344,stores,own,1.0,unemployed/ unskilled - non-resident,1.0060464143753052,none,yes,092139b1-9968-4b35-94fb-cdfba9a89f72
no checking account,26.72269630432129,existing credits paid back duly till now,radio/television,276.0,A61,... < 1 year,3.9979255199432377,male : divorced/separated,none,3.814897298812866,real estate,44.295372009277344,stores,for free,1.0,skilled employee / official,1.0060464143753052,none,yes,092139b1-9968-4b35-94fb-cdfba9a89f72
... < 0 DM,26.72269630432129,existing credits paid back duly till now,radio/television,276.0,A63,4 <= ... < 7 years,3.9979255199432377,male : married/widowed,guarantor,3.814897298812866,real estate,44.295372009277344,stores,own,1.0,skilled employee / official,1.0060464143753052,none,no,092139b1-9968-4b35-94fb-cdfba9a89f72
... < 0 DM,26.72269630432129,existing credits paid back duly till now,radio/television,276.0,A61,... < 1 year,3.9979255199432377,male : married/widowed,none,3.814897298812866,real estate,44.295372009277344,stores,own,1.0,management/ self-employed/ highly qualified employee/ officer,1.0060464143753052,none,no,092139b1-9968-4b35-94fb-cdfba9a89f72
... < 0 DM,26.72269630432129,existing credits paid back duly till now,radio/television,276.0,A64,... < 1 year,3.9979255199432377,male : married/widowed,none,3.814897298812866,real estate,44.295372009277344,stores,own,1.0,skilled employee / official,1.0060464143753052,none,no,092139b1-9968-4b35-94fb-cdfba9a89f72
... < 0 DM,26.72269630432129,existing credits paid back duly till now,radio/television,276.0,A63,... < 1 year,3.9979255199432377,male : married/widowed,none,3.814897298812866,"if not A121/A122 : car or other, not in attribute 6",44.295372009277344,stores,own,1.0,skilled employee / official,1.0060464143753052,none,no,092139b1-9968-4b35-94fb-cdfba9a89f72
no checking account,26.72269630432129,existing credits paid back duly till now,radio/television,276.0,A61,... < 1 year,3.9979255199432377,male : married/widowed,co-applicant,3.814897298812866,real estate,44.295372009277344,stores,own,1.0,skilled employee / official,1.0060464143753052,none,yes,092139b1-9968-4b35-94fb-cdfba9a89f72
no checking account,26.72269630432129,critical account/ other credits existing (not at this bank),radio/television,276.0,A61,... < 1 year,3.9979255199432377,male : married/widowed,none,3.814897298812866,real estate,44.295372009277344,stores,own,1.0,skilled employee / official,1.0060464143753052,none,yes,092139b1-9968-4b35-94fb-cdfba9a89f72
... < 0 DM,26.72269630432129,existing credits paid back duly till now,business,276.0,A64,... < 1 year,3.9979255199432377,male : married/widowed,none,3.814897298812866,real estate,44.295372009277344,stores,own,1.0,skilled employee / official,1.0060464143753052,none,yes,092139b1-9968-4b35-94fb-cdfba9a89f72
no checking account,26.72269630432129,existing credits paid back duly till now,radio/television,276.0,A61,... < 1 year,3.9979255199432377,male : married/widowed,none,3.814897298812866,real estate,44.295372009277344,stores,own,1.0,skilled employee / official,1.0060464143753052,"yes, registered under the customers name",no,092139b1-9968-4b35-94fb-cdfba9a89f72
... >= 200 DM / salary assignments for at least 1 year,26.72269630432129,existing credits paid back duly till now,radio/television,276.0,A61,... < 1 year,3.9979255199432377,male : married/widowed,none,3.814897298812866,real estate,44.295372009277344,stores,for free,1.0,skilled employee / official,1.0060464143753052,"yes, registered under the customers name",yes,092139b1-9968-4b35-94fb-cdfba9a89f72
... < 0 DM,26.72269630432129,existing credits paid back duly till now,others,276.0,A64,... < 1 year,3.9979255199432377,male : married/widowed,none,3.814897298812866,real estate,44.295372009277344,stores,own,1.0,skilled employee / official,1.0060464143753052,none,yes,092139b1-9968-4b35-94fb-cdfba9a89f72
... < 0 DM,26.72269630432129,existing credits paid back duly till now,radio/television,276.0,A61,... < 1 year,3.9979255199432377,male : married/widowed,guarantor,3.814897298812866,real estate,44.295372009277344,stores,own,1.0,skilled employee / official,1.0060464143753052,none,no,092139b1-9968-4b35-94fb-cdfba9a89f72
0 <= ... < 200 DM,26.72269630432129,existing credits paid back duly till now,car (used),276.0,A65,... < 1 year,3.9979255199432377,female : divorced/separated/married,guarantor,3.814897298812866,real estate,44.295372009277344,stores,for free,1.0,skilled employee / official,1.0060464143753052,none,yes,092139b1-9968-4b35-94fb-cdfba9a89f72
... < 0 DM,26.72269630432129,critical account/ other credits existing (not at this bank),radio/television,276.0,A65,... < 1 year,3.9979255199432377,male : single,guarantor,3.814897298812866,real estate,44.295372009277344,stores,own,1.0,skilled employee / official,1.0060464143753052,none,yes,092139b1-9968-4b35-94fb-cdfba9a89f72
... < 0 DM,26.72269630432129,existing credits paid back duly till now,radio/television,276.0,A65,... < 1 year,3.9979255199432377,male : married/widowed,none,3.814897298812866,real estate,44.295372009277344,stores,own,1.0,skilled employee / official,1.0060464143753052,none,no,092139b1-9968-4b35-94fb-cdfba9a89f72
... < 0 DM,26.72269630432129,existing credits paid back duly till now,radio/television,276.0,A61,... < 1 year,3.9979255199432377,male : married/widowed,co-applicant,3.814897298812866,real estate,44.295372009277344,stores,own,1.0,skilled employee / official,1.0060464143753052,"yes, registered under the customers name",no,092139b1-9968-4b35-94fb-cdfba9a89f72
no checking account,26.72269630432129,existing credits paid back duly till now,radio/television,276.0,A61,... < 1 year,3.9979255199432377,male : married/widowed,none,3.814897298812866,real estate,44.295372009277344,stores,own,1.0,skilled employee / official,1.0060464143753052,none,no,092139b1-9968-4b35-94fb-cdfba9a89f72
... < 0 DM,26.72269630432129,existing credits paid back duly till now,radio/television,276.0,A61,unemployed,3.9979255199432377,male : married/widowed,co-applicant,3.814897298812866,real estate,44.295372009277344,stores,own,1.0,skilled employee / official,1.0060464143753052,none,no,092139b1-9968-4b35-94fb-cdfba9a89f72
... < 0 DM,26.72269630432129,delay in paying off in the past,radio/television,276.0,A61,... < 1 year,3.9979255199432377,male : married/widowed,guarantor,3.814897298812866,real estate,44.295372009277344,none,own,1.0,skilled employee / official,1.0060464143753052,none,yes,092139b1-9968-4b35-94fb-cdfba9a89f72
no checking account,26.72269630432129,existing credits paid back duly till now,radio/television,276.0,A61,... < 1 year,3.9979255199432377,male : married/widowed,none,3.814897298812866,"if not A121/A122 : car or other, not in attribute 6",44.295372009277344,bank,own,1.0,skilled employee / official,1.0060464143753052,none,yes,092139b1-9968-4b35-94fb-cdfba9a89f72
... < 0 DM,15.743282318115234,no credits taken/ all credits paid back duly,business,3017.802490234375,A65,4 <= ... < 7 years,3.058266878128052,male : single,none,1.1022881269454956,if not A121 : building society savings agreement/ life insurance,28.509824752807617,bank,own,1.0,skilled employee / official,1.0238012075424194,"yes, registered under the customers name",yes,4cd29f08-1e38-4605-9cee-eccc1c7d90e9
... < 0 DM,15.743282318115234,critical account/ other credits existing (not at this bank),business,3017.802490234375,A61,4 <= ... < 7 years,3.058266878128052,male : single,none,1.1022881269454956,if not A121 : building society savings agreement/ life insurance,28.509824752807617,bank,own,1.0,skilled employee / official,1.0238012075424194,"yes, registered under the customers name",yes,4cd29f08-1e38-4605-9cee-eccc1c7d90e9
... < 0 DM,15.743282318115234,no credits taken/ all credits paid back duly,business,3017.802490234375,A63,4 <= ... < 7 years,3.058266878128052,male : single,none,1.1022881269454956,if not A121 : building society savings agreement/ life insurance,28.509824752807617,bank,own,1.0,skilled employee / official,1.0238012075424194,"yes, registered under the customers name",yes,4cd29f08-1e38-4605-9cee-eccc1c7d90e9
... >= 200 DM / salary assignments for at least 1 year,15.743282318115234,no credits taken/ all credits paid back duly,business,3017.802490234375,A61,4 <= ... < 7 years,3.058266878128052,male : single,none,1.1022881269454956,if not A121 : building society savings agreement/ life insurance,28.509824752807617,bank,own,1.0,skilled employee / official,1.0238012075424194,"yes, registered under the customers name",yes,4cd29f08-1e38-4605-9cee-eccc1c7d90e9
no checking account,15.743282318115234,no credits taken/ all credits paid back duly,business,3017.802490234375,A61,4 <= ... < 7 years,3.058266878128052,male : single,none,1.1022881269454956,if not A121 : building society savings agreement/ life insurance,28.509824752807617,bank,own,1.0,skilled employee / official,1.0238012075424194,"yes, registered under the customers name",yes,4cd29f08-1e38-4605-9cee-eccc1c7d90e9
... < 0 DM,15.743282318115234,no credits taken/ all credits paid back duly,business,3017.802490234375,A61,4 <= ... < 7 years,3.058266878128052,male : single,none,1.1022881269454956,if not A121 : building society savings agreement/ life insurance,28.509824752807617,bank,own,1.0,skilled employee / official,1.0238012075424194,"yes, registered under the customers name",no,4cd29f08-1e38-4605-9cee-eccc1c7d90e9
... >= 200 DM / salary assignments for at least 1 year,15.743282318115234,no credits taken/ all credits paid back duly,business,3017.802490234375,A61,4 <= ... < 7 years,3.058266878128052,male : single,none,1.1022881269454956,if not A121 : building society savings agreement/ life insurance,28.509824752807617,bank,own,1.0,skilled employee / official,1.0238012075424194,"yes, registered under the customers name",no,4cd29f08-1e38-4605-9cee-eccc1c7d90e9
no checking account,15.743282318115234,no credits taken/ all credits paid back duly,business,3017.802490234375,A64,4 <= ... < 7 years,3.058266878128052,male : single,none,1.1022881269454956,if not A121 : building society savings agreement/ life insurance,28.509824752807617,bank,own,1.0,skilled employee / official,1.0238012075424194,"yes, registered under the customers name",yes,4cd29f08-1e38-4605-9cee-eccc1c7d90e9
... < 0 DM,15.743282318115234,no credits taken/ all credits paid back duly,business,3017.802490234375,A64,4 <= ... < 7 years,3.058266878128052,male : single,none,1.1022881269454956,if not A121 : building society savings agreement/ life insurance,28.509824752807617,bank,own,1.0,skilled employee / official,1.0238012075424194,"yes, registered under the customers name",yes,4cd29f08-1e38-4605-9cee-eccc1c7d90e9
... < 0 DM,15.743282318115234,delay in paying off in the past,business,3017.802490234375,A63,4 <= ... < 7 years,3.058266878128052,male : single,none,1.1022881269454956,if not A121 : building society savings agreement/ life insurance,28.509824752807617,bank,own,1.0,skilled employee / official,1.0238012075424194,"yes, registered under the customers name",yes,4cd29f08-1e38-4605-9cee-eccc1c7d90e9
no checking account,15.743282318115234,no credits taken/ all credits paid back duly,business,3017.802490234375,A61,4 <= ... < 7 years,3.058266878128052,male : single,none,1.1022881269454956,if not A121 : building society savings agreement/ life insurance,28.509824752807617,bank,own,1.0,skilled employee / official,1.0238012075424194,none,yes,4cd29f08-1e38-4605-9cee-eccc1c7d90e9
... < 0 DM,15.743282318115234,no credits taken/ all credits paid back duly,business,3017.802490234375,A61,4 <= ... < 7 years,3.058266878128052,male : married/widowed,none,1.1022881269454956,if not A121 : building society savings agreement/ life insurance,28.509824752807617,bank,own,1.0,skilled employee / official,1.0238012075424194,"yes, registered under the customers name",no,4cd29f08-1e38-4605-9cee-eccc1c7d90e9
... < 0 DM,15.743282318115234,no credits taken/ all credits paid back duly,others,3017.802490234375,A61,4 <= ... < 7 years,3.058266878128052,male : single,none,1.1022881269454956,if not A121 : building society savings agreement/ life insurance,28.509824752807617,bank,own,1.0,skilled employee / official,1.0238012075424194,"yes, registered under the customers name",no,4cd29f08-1e38-4605-9cee-eccc1c7d90e9
... < 0 DM,15.743282318115234,no credits taken/ all credits paid back duly,business,3017.802490234375,A61,4 <= ... < 7 years,3.058266878128052,male : single,guarantor,1.1022881269454956,if not A121 : building society savings agreement/ life insurance,28.509824752807617,none,own,1.0,skilled employee / official,1.0238012075424194,"yes, registered under the customers name",no,4cd29f08-1e38-4605-9cee-eccc1c7d90e9
0 <= ... < 200 DM,15.743282318115234,no credits taken/ all credits paid back duly,business,3017.802490234375,A61,4 <= ... < 7 years,3.058266878128052,male : single,none,1.1022881269454956,unknown / no property,28.509824752807617,none,rent,1.0,skilled employee / official,1.0238012075424194,"yes, registered under the customers name",no,4cd29f08-1e38-4605-9cee-eccc1c7d90e9
... < 0 DM,15.743282318115234,no credits taken/ all credits paid back duly,business,3017.802490234375,A64,1 <= ... < 4 years,3.058266878128052,male : single,none,1.1022881269454956,if not A121 : building society savings agreement/ life insurance,28.509824752807617,none,own,1.0,skilled employee / official,1.0238012075424194,"yes, registered under the customers name",no,4cd29f08-1e38-4605-9cee-eccc1c7d90e9
... >= 200 DM / salary assignments for at least 1 year,15.743282318115234,no credits taken/ all credits paid back duly,business,3017.802490234375,A61,4 <= ... < 7 years,3.058266878128052,male : single,none,1.1022881269454956,if not A121 : building society savings agreement/ life insurance,28.509824752807617,none,own,1.0,skilled employee / official,1.0238012075424194,"yes, registered under the customers name",yes,4cd29f08-1e38-4605-9cee-eccc1c7d90e9
... < 0 DM,15.743282318115234,no credits taken/ all credits paid back duly,others,3017.802490234375,A61,4 <= ... < 7 years,3.058266878128052,male : married/widowed,none,1.1022881269454956,if not A121 : building society savings agreement/ life insurance,28.509824752807617,none,own,1.0,skilled employee / official,1.0238012075424194,"yes, registered under the customers name",yes,4cd29f08-1e38-4605-9cee-eccc1c7d90e9
... >= 200 DM / salary assignments for at least 1 year,15.743282318115234,no credits taken/ all credits paid back duly,car (used),3017.802490234375,A65,4 <= ... < 7 years,3.058266878128052,male : single,none,1.1022881269454956,if not A121 : building society savings agreement/ life insurance,28.509824752807617,bank,own,1.0,skilled employee / official,1.0238012075424194,"yes, registered under the customers name",yes,4cd29f08-1e38-4605-9cee-eccc1c7d90e9
... >= 200 DM / salary assignments for at least 1 year,15.743282318115234,no credits taken/ all credits paid back duly,business,3017.802490234375,A65,1 <= ... < 4 years,3.058266878128052,male : single,none,1.1022881269454956,unknown / no property,28.509824752807617,bank,own,1.0,skilled employee / official,1.0238012075424194,"yes, registered under the customers name",yes,4cd29f08-1e38-4605-9cee-eccc1c7d90e9
... >= 200 DM / salary assignments for at least 1 year,15.743282318115234,no credits taken/ all credits paid back duly,business,3017.802490234375,A65,4 <= ... < 7 years,3.058266878128052,male : single,none,1.1022881269454956,if not A121 : building society savings agreement/ life insurance,28.509824752807617,bank,own,1.0,skilled employee / official,1.0238012075424194,"yes, registered under the customers name",yes,4cd29f08-1e38-4605-9cee-eccc1c7d90e9
... < 0 DM,15.743282318115234,no credits taken/ all credits paid back duly,business,3017.802490234375,A61,4 <= ... < 7 years,3.058266878128052,male : single,none,1.1022881269454956,if not A121 : building society savings agreement/ life insurance,28.509824752807617,none,own,1.0,unskilled - resident,1.0238012075424194,"yes, registered under the customers name",yes,4cd29f08-1e38-4605-9cee-eccc1c7d90e9
no checking account,15.743282318115234,no credits taken/ all credits paid back duly,business,3017.802490234375,A62,4 <= ... < 7 years,3.058266878128052,male : single,none,1.1022881269454956,if not A121 : building society savings agreement/ life insurance,28.509824752807617,bank,own,1.0,skilled employee / official,1.0238012075424194,"yes, registered under the customers name",yes,4cd29f08-1e38-4605-9cee-eccc1c7d90e9
no checking account,18.475231170654297,critical account/ other credits existing (not at this bank),business,4111.4912109375,A61,4 <= ... < 7 years,3.145028591156006,male : divorced/separated,none,1.1462812423706057,if not A121 : building society savings agreement/ life insurance,28.162681579589844,bank,own,1.0,skilled employee / official,1.045032620429993,"yes, registered under the customers name",yes,4cd29f08-1e38-4605-9cee-eccc1c7d90e9
no checking account,18.475231170654297,no credits taken/ all credits paid back duly,business,4111.4912109375,A62,4 <= ... < 7 years,3.145028591156006,male : divorced/separated,none,1.1462812423706057,if not A121 : building society savings agreement/ life insurance,28.162681579589844,bank,own,1.0,skilled employee / official,1.045032620429993,"yes, registered under the customers name",yes,4cd29f08-1e38-4605-9cee-eccc1c7d90e9
no checking account,18.475231170654297,no credits taken/ all credits paid back duly,business,4111.4912109375,A61,.. >= 7 years,3.145028591156006,male : divorced/separated,none,1.1462812423706057,if not A121 : building society savings agreement/ life insurance,28.162681579589844,bank,own,1.0,unskilled - resident,1.045032620429993,"yes, registered under the customers name",no,4cd29f08-1e38-4605-9cee-eccc1c7d90e9
no checking account,18.475231170654297,no credits taken/ all credits paid back duly,business,4111.4912109375,A61,4 <= ... < 7 years,3.145028591156006,male : divorced/separated,none,1.1462812423706057,if not A121 : building society savings agreement/ life insurance,28.162681579589844,none,own,1.0,skilled employee / official,1.045032620429993,"yes, registered under the customers name",yes,4cd29f08-1e38-4605-9cee-eccc1c7d90e9
no checking account,18.475231170654297,no credits taken/ all credits paid back duly,business,4111.4912109375,A61,4 <= ... < 7 years,3.145028591156006,male : divorced/separated,guarantor,1.1462812423706057,if not A121 : building society savings agreement/ life insurance,28.162681579589844,bank,own,1.0,skilled employee / official,1.045032620429993,"yes, registered under the customers name",yes,4cd29f08-1e38-4605-9cee-eccc1c7d90e9
... >= 200 DM / salary assignments for at least 1 year,18.475231170654297,no credits taken/ all credits paid back duly,business,4111.4912109375,A63,4 <= ... < 7 years,3.145028591156006,male : divorced/separated,none,1.1462812423706057,if not A121 : building society savings agreement/ life insurance,28.162681579589844,bank,own,1.0,skilled employee / official,1.045032620429993,"yes, registered under the customers name",no,4cd29f08-1e38-4605-9cee-eccc1c7d90e9
no checking account,18.475231170654297,no credits taken/ all credits paid back duly,business,4111.4912109375,A64,4 <= ... < 7 years,3.145028591156006,male : divorced/separated,none,1.1462812423706057,if not A121 : building society savings agreement/ life insurance,28.162681579589844,bank,own,1.0,skilled employee / official,1.045032620429993,"yes, registered under the customers name",yes,4cd29f08-1e38-4605-9cee-eccc1c7d90e9
... < 0 DM,18.475231170654297,no credits taken/ all credits paid back duly,business,4111.4912109375,A64,4 <= ... < 7 years,3.145028591156006,male : divorced/separated,none,1.1462812423706057,if not A121 : building society savings agreement/ life insurance,28.162681579589844,bank,own,1.0,skilled employee / official,1.045032620429993,"yes, registered under the customers name",no,4cd29f08-1e38-4605-9cee-eccc1c7d90e9
... < 0 DM,18.475231170654297,existing credits paid back duly till now,business,4111.4912109375,A61,4 <= ... < 7 years,3.145028591156006,male : divorced/separated,none,1.1462812423706057,if not A121 : building society savings agreement/ life insurance,28.162681579589844,bank,own,1.0,skilled employee / official,1.045032620429993,"yes, registered under the customers name",no,4cd29f08-1e38-4605-9cee-eccc1c7d90e9
... < 0 DM,18.475231170654297,existing credits paid back duly till now,business,4111.4912109375,A64,4 <= ... < 7 years,3.145028591156006,male : divorced/separated,none,1.1462812423706057,if not A121 : building society savings agreement/ life insurance,28.162681579589844,bank,own,1.0,skilled employee / official,1.045032620429993,"yes, registered under the customers name",yes,4cd29f08-1e38-4605-9cee-eccc1c7d90e9
... < 0 DM,18.475231170654297,no credits taken/ all credits paid back duly,business,4111.4912109375,A61,4 <= ... < 7 years,3.145028591156006,male : single,none,1.1462812423706057,if not A121 : building society savings agreement/ life insurance,28.162681579589844,bank,own,1.0,skilled employee / official,1.045032620429993,"yes, registered under the customers name",no,4cd29f08-1e38-4605-9cee-eccc1c7d90e9
no checking account,18.475231170654297,no credits taken/ all credits paid back duly,business,4111.4912109375,A61,4 <= ... < 7 years,3.145028591156006,male : single,none,1.1462812423706057,if not A121 : building society savings agreement/ life insurance,28.162681579589844,bank,own,1.0,skilled employee / official,1.045032620429993,"yes, registered under the customers name",no,4cd29f08-1e38-4605-9cee-eccc1c7d90e9
no checking account,18.475231170654297,all credits at this bank paid back duly,business,4111.4912109375,A61,4 <= ... < 7 years,3.145028591156006,male : divorced/separated,none,1.1462812423706057,if not A121 : building society savings agreement/ life insurance,28.162681579589844,bank,own,1.0,skilled employee / official,1.045032620429993,"yes, registered under the customers name",yes,4cd29f08-1e38-4605-9cee-eccc1c7d90e9
... < 0 DM,18.475231170654297,no credits taken/ all credits paid back duly,business,4111.4912109375,A65,4 <= ... < 7 years,3.145028591156006,male : single,none,1.1462812423706057,if not A121 : building society savings agreement/ life insurance,28.162681579589844,bank,own,1.0,skilled employee / official,1.045032620429993,"yes, registered under the customers name",yes,4cd29f08-1e38-4605-9cee-eccc1c7d90e9
... < 0 DM,18.475231170654297,critical account/ other credits existing (not at this bank),business,4111.4912109375,A61,4 <= ... < 7 years,3.145028591156006,male : single,none,1.1462812423706057,if not A121 : building society savings agreement/ life insurance,28.162681579589844,bank,own,1.0,skilled employee / official,1.045032620429993,"yes, registered under the customers name",yes,4cd29f08-1e38-4605-9cee-eccc1c7d90e9
... < 0 DM,18.475231170654297,critical account/ other credits existing (not at this bank),business,4111.4912109375,A61,4 <= ... < 7 years,3.145028591156006,male : single,none,1.1462812423706057,if not A121 : building society savings agreement/ life insurance,28.162681579589844,bank,own,1.0,skilled employee / official,1.045032620429993,"yes, registered under the customers name",no,4cd29f08-1e38-4605-9cee-eccc1c7d90e9
... >= 200 DM / salary assignments for at least 1 year,18.475231170654297,existing credits paid back duly till now,business,4111.4912109375,A62,4 <= ... < 7 years,3.145028591156006,male : single,none,1.1462812423706057,unknown / no property,28.162681579589844,bank,own,1.0,skilled employee / official,1.045032620429993,"yes, registered under the customers name",no,4cd29f08-1e38-4605-9cee-eccc1c7d90e9
... < 0 DM,18.475231170654297,critical account/ other credits existing (not at this bank),car (used),4111.4912109375,A61,4 <= ... < 7 years,3.145028591156006,male : divorced/separated,none,1.1462812423706057,if not A121 : building society savings agreement/ life insurance,28.162681579589844,bank,own,1.0,skilled employee / official,1.045032620429993,"yes, registered under the customers name",yes,4cd29f08-1e38-4605-9cee-eccc1c7d90e9
... >= 200 DM / salary assignments for at least 1 year,18.475231170654297,no credits taken/ all credits paid back duly,business,4111.4912109375,A61,4 <= ... < 7 years,3.145028591156006,male : divorced/separated,none,1.1462812423706057,if not A121 : building society savings agreement/ life insurance,28.162681579589844,bank,own,1.0,skilled employee / official,1.045032620429993,"yes, registered under the customers name",no,4cd29f08-1e38-4605-9cee-eccc1c7d90e9
... < 0 DM,18.475231170654297,no credits taken/ all credits paid back duly,business,4111.4912109375,A61,4 <= ... < 7 years,3.145028591156006,female : divorced/separated/married,none,1.1462812423706057,if not A121 : building society savings agreement/ life insurance,28.162681579589844,bank,own,1.0,skilled employee / official,1.045032620429993,"yes, registered under the customers name",no,4cd29f08-1e38-4605-9cee-eccc1c7d90e9
no checking account,18.475231170654297,delay in paying off in the past,business,4111.4912109375,A61,4 <= ... < 7 years,3.145028591156006,male : divorced/separated,none,1.1462812423706057,if not A121 : building society savings agreement/ life insurance,28.162681579589844,bank,own,1.0,skilled employee / official,1.045032620429993,"yes, registered under the customers name",yes,4cd29f08-1e38-4605-9cee-eccc1c7d90e9
... < 0 DM,18.475231170654297,critical account/ other credits existing (not at this bank),business,4111.4912109375,A61,4 <= ... < 7 years,3.145028591156006,male : divorced/separated,none,1.1462812423706057,if not A121 : building society savings agreement/ life insurance,28.162681579589844,bank,own,1.0,skilled employee / official,1.045032620429993,"yes, registered under the customers name",no,4cd29f08-1e38-4605-9cee-eccc1c7d90e9
no checking account,18.475231170654297,existing credits paid back duly till now,business,4111.4912109375,A61,4 <= ... < 7 years,3.145028591156006,male : divorced/separated,none,1.1462812423706057,if not A121 : building society savings agreement/ life insurance,28.162681579589844,bank,own,1.0,skilled employee / official,1.045032620429993,"yes, registered under the customers name",no,4cd29f08-1e38-4605-9cee-eccc1c7d90e9
no checking account,18.475231170654297,no credits taken/ all credits paid back duly,business,4111.4912109375,A61,4 <= ... < 7 years,3.145028591156006,female : divorced/separated/married,none,1.1462812423706057,if not A121 : building society savings agreement/ life insurance,28.162681579589844,bank,own,1.0,skilled employee / official,1.045032620429993,"yes, registered under the customers name",yes,4cd29f08-1e38-4605-9cee-eccc1c7d90e9
... < 0 DM,18.475231170654297,no credits taken/ all credits paid back duly,business,4111.4912109375,A61,4 <= ... < 7 years,3.145028591156006,male : married/widowed,none,1.1462812423706057,if not A121 : building society savings agreement/ life insurance,28.162681579589844,bank,own,1.0,skilled employee / official,1.045032620429993,"yes, registered under the customers name",no,4cd29f08-1e38-4605-9cee-eccc1c7d90e9
... < 0 DM,18.475231170654297,no credits taken/ all credits paid back duly,business,4111.4912109375,A63,4 <= ... < 7 years,3.145028591156006,male : divorced/separated,none,1.1462812423706057,if not A121 : building society savings agreement/ life insurance,28.162681579589844,bank,own,1.0,skilled employee / official,1.045032620429993,"yes, registered under the customers name",no,4cd29f08-1e38-4605-9cee-eccc1c7d90e9
no checking account,18.475231170654297,no credits taken/ all credits paid back duly,business,4111.4912109375,A61,4 <= ... < 7 years,3.145028591156006,male : divorced/separated,none,1.1462812423706057,if not A121 : building society savings agreement/ life insurance,28.162681579589844,bank,own,1.0,skilled employee / official,1.045032620429993,"yes, registered under the customers name",no,4cd29f08-1e38-4605-9cee-eccc1c7d90e9
... < 0 DM,18.475231170654297,no credits taken/ all credits paid back duly,business,4111.4912109375,A63,4 <= ... < 7 years,3.145028591156006,female : divorced/separated/married,none,1.1462812423706057,if not A121 : building society savings agreement/ life insurance,28.162681579589844,bank,own,1.0,skilled employee / official,1.045032620429993,"yes, registered under the customers name",no,4cd29f08-1e38-4605-9cee-eccc1c7d90e9
... >= 200 DM / salary assignments for at least 1 year,18.475231170654297,no credits taken/ all credits paid back duly,business,4111.4912109375,A65,4 <= ... < 7 years,3.145028591156006,male : divorced/separated,none,1.1462812423706057,if not A121 : building society savings agreement/ life insurance,28.162681579589844,bank,own,1.0,skilled employee / official,1.045032620429993,"yes, registered under the customers name",yes,4cd29f08-1e38-4605-9cee-eccc1c7d90e9
